,network,station,NOP,RMSE_RF,ubRMSE_RF,r_RF,LC,Climate,RMSE_cci,ubRMSE_cci,r_cci
PBO-H2O_CSCI-SCGN.csv,PBO-H2O,CSCI-SCGN,,0.04003080334623419,0.03647631316606452,0.5754298275070511,120.0,Csb,0.09604204574455842,0.04794088816461978,0.05942203938087071
PBO-H2O_CTDM-SCGN.csv,PBO-H2O,CTDM-SCGN,,0.04871990654823876,0.048687123129240464,0.6043556735247501,190.0,Csa,0.06028388096185873,0.05242245623759012,0.5320474792402053
PBO-H2O_DELANO-AIR.csv,PBO-H2O,DELANO-AIR,,0.03493982178957215,0.03331809390006645,0.8588832857500167,190.0,BSk,0.05427716231621216,0.04574574866244467,0.7350593318644849
PBO-H2O_DELTAMUNI.csv,PBO-H2O,DELTAMUNI,,0.035815199642596336,0.03549938955193385,0.159220488988415,190.0,BSk,0.05795208765449376,0.04649552234929959,-0.07083113703211397
PBO-H2O_DELVALLE.csv,PBO-H2O,DELVALLE,,0.05022089662338008,0.047414998880410536,0.930506512734164,130.0,Csb,0.052844518602750606,0.04945987637930991,0.8502453403261175
PBO-H2O_DRI-RENO.csv,PBO-H2O,DRI-RENO,,0.05571955466908062,0.04840335939755737,0.6116927389546799,120.0,BWk,0.09268734140244803,0.05206011302306039,0.5337628793068868
PBO-H2O_DRYMOUNTAI.csv,PBO-H2O,DRYMOUNTAI,,0.04584914416064443,0.03254997742041819,0.5901808790332027,120.0,Dfb,0.06358461358639764,0.042031040649685894,0.3063471393103103
PBO-H2O_EcRockStPkTX2012.csv,PBO-H2O,EcRockStPkTX2012,,0.06807970975568375,0.05654953037517938,0.7024108191591714,130.0,Cfa,0.10419428616820338,0.06113505459386721,0.6642576438039991
PBO-H2O_ENNISFISH.csv,PBO-H2O,ENNISFISH,,0.046018998391311905,0.03779400214883862,0.7708657353531125,130.0,Dfc,0.0638379359129518,0.045734290722485846,0.5893798020137511
PBO-H2O_FALLBROOK.csv,PBO-H2O,FALLBROOK,,0.03523890497886004,0.03491441778262738,0.881149945347937,190.0,BSk,0.09781985346179059,0.055620474711450874,0.7667265319659059
PBO-H2O_FGST-SCGN.csv,PBO-H2O,FGST-SCGN,,0.04661823058265981,0.043883395164608624,0.8905736362584151,130.0,Csb,0.07029138013241745,0.06221077563769152,0.7979786208974486
PBO-H2O_FORDRA087G.csv,PBO-H2O,FORDRA087G,,0.05446593113107127,0.05402925254425756,0.421660126702944,120.0,BSk,0.05634186198255718,0.05603071519023019,0.29566229050010884
PBO-H2O_FOUNTGREEN.csv,PBO-H2O,FOUNTGREEN,,0.047914850738140106,0.04538699320390398,0.6279287969536089,120.0,BSk,0.05955858960765731,0.05043641683146642,0.5090209495227961
PBO-H2O_FREEMONTAP.csv,PBO-H2O,FREEMONTAP,,0.047281112416847,0.04549745686415588,0.6998529482541046,130.0,BSk,0.11226572554478396,0.05180793228835205,0.5660454170754394
PBO-H2O_GLRS-SCGN.csv,PBO-H2O,GLRS-SCGN,,0.026868660991877135,0.0259471698664139,0.4983104769302274,120.0,BWh,0.04818019540768402,0.03511681137885613,0.2993410170338264
PBO-H2O_GRANITEMTN.csv,PBO-H2O,GRANITEMTN,,0.032867717022662515,0.03178229530909033,0.39379173745581086,120.0,Csa,0.06451264526986193,0.040570171076094175,0.12800047750905644
